session_id,row_index,seconds_elapsed,accelerometer_x,accelerometer_y,accelerometer_z,gravity_x,gravity_y,gravity_z,gyroscope_x,gyroscope_y,gyroscope_z,acceleration_magnitude,gravity_magnitude,vertical_acceleration,horizontal_acceleration,gyroscope_magnitude,yaw_rate,location_latitude,location_longitude,location_verticalAccuracy,annotation_text,annotation_millisecond_press_duration
2,1,0.09,-1.633835375,0.204256535,-1.413292706,-0.080726119,9.74304533,-1.110797048,-0.492540264,0.002748891,0.068813917,2.1699159056342254,9.806493720518517,0.37647046328317196,2.137008429510692,0.4973317034292128,-0.0010090112289603734,24.3732946,88.5313747,,,
2,2,0.1,0.104449689,0.197871685,2.347400963,-0.182500843,9.763359547,-0.88205868,-0.243735043,0.005192351,0.030085091,2.3580403351830657,9.80482145256379,-0.01608546846930396,2.3579854707046835,0.24563966372635615,0.0070006195625600355,24.3732946,88.5313747,,,
2,3,0.11,1.699881345,-0.646005869,2.327039361,0.050586604,9.794996738,-0.457103103,0.063224505,-0.04978548,0.056474449,2.953308713545664,9.805787237581036,-0.74500199635738,2.857797120673241,0.09831223444301847,-0.052037122029809035,24.3732946,88.5313747,,,
2,4,0.12,1.214030147,-1.433727741,1.136663914,0.232308164,9.799344063,-0.298783928,0.141537367,0.090102557,0.020066908,2.1957798811646865,9.806649936841097,-1.438531946396925,1.658937951137136,0.1689792230776062,0.09277689926008023,24.3732946,88.5313747,,,
2,5,0.13,-0.678663,0.825846195,-0.675889581,0.201689899,9.799176693,-0.315013841,-0.027488915,0.020922118,0.03451386,1.2646865742425408,9.806313088822659,0.8329988868533169,0.9516012744687077,0.04883218202766234,0.01923280944318019,24.3732946,88.5313747,,,
2,6,0.14,-1.684066296,0.053160191,-1.245515287,0.012720833,9.795155048,-0.471731082,-0.07751874,0.047219848,0.154579331,2.0952836622712945,9.806515917882201,0.1108281340895138,2.092350532314135,0.17925858046056892,0.03962872826025472,24.3732946,88.5313747,,,
2,7,0.15,0.440538593,0.783793688,-0.531472117,0.025736324,9.793601036,-0.503406242,-0.09523382,0.061636256,0.106931882,1.0444469390158233,9.806564202369648,0.8111961269774299,0.6578983599282949,0.1558939893438867,0.05581565000814583,24.3732946,88.5313747,,,
2,8,0.16,0.936926678,-0.472352266,-0.246616989,0.123997867,9.792062283,-0.519457161,-0.260381108,0.158366694,0.187688197,1.0778535162102856,9.806614857701199,-0.44674120491027913,0.9809130941333123,0.3579178543533531,0.1448974872423987,24.3732946,88.5313747,,,
2,9,0.17,1.668966949,1.291127205,0.712371409,0.244861662,9.793137074,-0.451303914,-0.140193466,0.10561852,0.019700389,2.2270907392170005,9.806587898268308,1.2982452048010984,1.8095558982571056,0.17662838107969758,0.10106652654780196,24.3732946,88.5313747,,,
2,10,0.18,1.048841953,1.088476658,1.876618505,0.329343095,9.795250416,-0.337740675,0.047342019,0.156992249,-0.060475613,2.409677964104776,9.806603201410864,1.0578096898994587,2.1650834973845576,0.17477165896334604,0.16048321742193802,24.3732946,88.5313747,,,
2,11,0.19,0.171508491,0.071926117,0.335801214,0.352660358,9.795184135,-0.316825926,0.158519413,-0.003359756,-0.050060369,0.3838632362126759,9.806649796645445,0.06716088460857186,0.37794232323763727,0.16627005985041404,0.003962057159161167,24.3732946,88.5313747,,,
2,12,0.2,-0.177311912,-0.382620335,-0.126026407,0.351602957,9.794961452,-0.324628368,0.0456316,0.104641137,-0.002046397,0.4401368993323982,9.806644587362563,-0.38434992154959247,0.21446591327938275,0.11417617182185773,0.10622026911853565,24.3732946,88.5313747,,,
2,13,0.21,1.033356979,0.820520639,-0.37972261,0.397485793,9.79268074,-0.340106949,-0.116675173,0.206930443,0.004428768,1.3730513557832376,9.806643858525804,0.874405943421316,1.058623763065833,0.23759822857242432,0.20175309859244395,24.3732946,88.5313747,,,
2,14,0.22,0.520344317,0.856380939,1.021973774,0.424980596,9.793672085,-0.271482155,-0.132130051,0.260778171,-0.058612476,1.4312850574433176,9.806646928281259,0.8495057232895954,1.1519188086661065,0.2981593989634042,0.25632975731201296,24.3732946,88.5313747,,,
2,15,0.23,-1.305203915,0.288253784,0.346959457,0.379095048,9.796014786,-0.253578246,0.007269291,0.031581708,0.013958258,1.3809519790794251,9.806626365360984,0.2285149383027478,1.3619138340937258,0.03528568885872159,0.031467612681243484,24.3732946,88.5313747,,,
2,16,0.24,-1.926673651,0.296247482,1.359166443,0.278902665,9.800769329,-0.192424096,0.045814859,0.073914638,0.068875002,2.376376937235817,9.806624963234427,0.2146061925802413,2.3666667551500558,0.11093304699845277,0.07382203317282943,24.3732946,88.5313747,,,
2,17,0.25,-0.127072811,0.080219507,0.924755692,0.247472927,9.802155018,-0.161420159,0.001649336,-0.060292354,0.059528772,0.9368862035942058,9.806607074530524,0.06175456477045051,0.9348487215668512,0.08474410277966364,-0.06120322488506088,24.3732946,88.5313747,,,
2,18,0.26,1.779266715,-0.849572182,0.799753904,0.300692558,9.801224709,-0.12638697,0.240619637,-0.085459983,-0.08194751,2.127714558510698,9.80665057381645,-0.8048531979048976,1.9696143207035823,0.26817272941067694,-0.07697866459965327,24.3732946,88.5313747,,,
2,19,0.27,1.898350477,1.128440857,0.025336862,0.361335456,9.799017906,-0.135503091,0.299629174,-0.11988221,-0.114078999,2.208564071483784,9.806613907029373,1.197163504859414,1.8559511848326598,0.34229140246177436,-0.10717289690038828,24.3732946,88.5313747,,,
2,20,0.28,0.835497499,1.023404121,-0.786355615,0.387465253,9.79707098,-0.193608075,0.082283485,0.037690356,-0.151586094,1.537454785987889,9.806641280078809,1.0709409635195306,1.1031104530430873,0.17654879986374533,0.04389733078717907,24.3732946,88.5313747,,,
2,21,0.29,0.751307219,0.201339245,-0.268574819,0.413073987,9.795739174,-0.207843743,-0.126876616,0.153510317,-0.049205158,0.8228805881168706,9.806647495718325,0.23845394612193263,0.7875736015627017,0.20514443859597295,0.14903814795766132,24.3732946,88.5313747,,,
2,22,0.3,-0.7030444,-0.328717709,-0.279389329,0.403904647,9.795955658,-0.215098672,0.126296293,-0.180815979,0.030390523,0.8248546282470863,9.806638244376437,-0.351187699812087,0.7463594021926263,0.22264041810840143,-0.17608384963411797,24.3732946,88.5313747,,,
2,23,0.31,-2.095707893,-1.099616528,-0.18405091,0.34118329,9.797398567,-0.254353188,0.266275954,-0.172324954,0.136986424,2.373820300466129,9.806636541764696,-1.1667188770634014,2.067314654523839,0.34549103289379307,-0.16645159408627533,24.3732946,88.5313747,,,
2,24,0.32,-0.19734934,-1.086484432,-0.791225694,0.321849793,9.796864033,-0.297058478,0.01631009,-0.074464417,0.043524115,1.3584672546007799,9.806649576164881,-1.0679097602857701,0.8396439874786034,0.08777993518732635,-0.07517323538359752,24.3732946,88.5313747,,,
2,25,0.33,1.470812559,0.279377937,0.609709144,0.343532324,9.796740532,-0.276141614,-0.119729498,0.067805992,-0.137902725,1.6165045176774848,9.806650483215305,0.31345042365714476,1.5858233469024456,0.19480751218795875,0.06742643062764442,24.3732946,88.5313747,,,
2,26,0.34,1.119401932,-0.177769661,1.34826088,0.369421631,9.796921253,-0.232542515,-0.042210757,0.124433155,-0.131916246,1.7613830186179729,9.806641341469378,-0.16739595150635533,1.7534106004285033,0.18619144456311515,0.12584781544890672,24.3732946,88.5313747,,,
2,27,0.35,-0.969281495,-0.144272327,0.39911437,0.343589261,9.79845953,-0.205751993,0.025961753,0.032986698,-0.049938194,1.0581178579099433,9.806640435130975,-0.18648586731980718,1.0415548101362242,0.06523770446419654,0.03491653335473944,24.3732946,88.5313747,,,
2,28,0.36,-0.636145681,-0.034542561,-0.5647946,0.313974082,9.799212933,-0.217297517,-0.06346885,0.040378162,0.037781987,0.8513914823185351,9.806649378933487,-0.042368671138374045,0.8503366109197703,0.08417938838272059,0.03747831570219432,24.3732946,88.5313747,,,
2,29,0.37,-0.289189033,-0.517642975,-0.677342504,0.313018665,9.799163342,-0.220909834,-0.208976838,0.089247344,0.077243851,0.9002096500811995,9.80664999082729,-0.5112202448823618,0.7409664468258558,0.24000629106096943,0.08076883801174925,24.3732946,88.5313747,,,
2,30,0.38,-0.343940511,-0.358493805,0.375502557,0.314265698,9.799374104,-0.209278107,-0.098043797,0.040775224,0.14355322,0.6227479856602166,9.80664535328747,-0.3772633703923733,0.4954668535876485,0.17855736331721464,0.034539571230922675,24.3732946,88.5313747,,,
2,31,0.39,0.786739677,0.205079079,1.292595565,0.341393948,9.799170017,-0.172857963,0.019486586,0.053939359,0.118416139,1.5270298106675004,9.806638706772842,0.20952719392652044,1.5125866579050935,0.1315734147118391,0.05248937936779638,24.3732946,88.5313747,,,
2,32,0.4,0.396933436,-1.979322433,0.648873091,0.361266017,9.798792839,-0.153407529,0.020341797,-0.094256439,0.013225222,2.1204503612713266,9.806650198035546,-1.973264422393276,0.7762327318096228,0.09732919138212962,-0.09363843408358469,24.3732946,88.5313747,,,
2,33,0.41,0.539946184,0.037820339,0.158500202,0.36918655,9.798373699,-0.161129735,0.154243356,-0.275805444,-0.078801557,0.5639987355413819,9.806650225508047,0.055511267939362084,0.5612602540925573,0.32568288440721616,-0.26847118042646034,24.3732946,88.5313747,,,
2,34,0.42,0.034550138,-0.397352695,1.259333715,0.367232099,9.79868269,-0.146007419,0.212153336,-0.271529397,0.012125665,1.3209861021204132,9.806648767048028,-0.41448584695597823,1.2542749956323247,0.34479600224307233,-0.2635448037106759,24.3732946,88.5313747,,,
2,35,0.43,0.780796289,0.130746841,0.136742525,0.383587465,9.797896862,-0.156307951,0.089125171,-0.227058437,-0.037965246,0.8033903780174533,9.806648481374276,0.158991503712328,0.7875009849126027,0.24686066884480146,-0.22276454420682282,24.3732946,88.5313747,,,
